# MonitorFlux offline place index. GENERATED by script/make_place_index.swift — do not edit.
# Cities/admin names: GeoNames (geonames.org), CC BY 4.0. ZIP centroids: US Census ZCTA
# gazetteer 2025, public domain.
# T timezone-id | A admin1-name | C name aIdx cc lat lon pop tzIdx | Z zip lat lon
A	Scotland
A	Northern Ireland
A	Samegrelo and Zemo Svaneti
A	Imereti
A	Shida Kartli
A	Kakheti
A	Tbilisi
A	Abkhazia
A	Kvemo Kartli
A	Adjara
A	Samtskhe-Javakheti
A	Guyane
A	St Peter Port
A	Bono East
A	Bono
A	Upper West
A	Greater Accra
A	Ashanti
A	Eastern
A	Savannah
A	Upper East
A	North East
A	Ahafo
A	Volta
A	Oti
A	Western North
A	Sermersooq
A	Lower River
A	Banjul
A	North Bank
A	Upper River
A	Faranah
A	Boké Region
A	Labé Region
A	Kindia
A	Kankan Region
A	Mamou Region
A	Nzérékoré Region
A	Conakry
A	Guadeloupe
A	Kié-Ntem
A	Bioko Norte
A	Litoral
A	Djibloho
A	Attica
A	Thessaly
A	Peloponnese
A	Central Greece
A	Crete
A	Epirus
A	West Greece
A	North Aegean
A	South Aegean
A	Central Macedonia
A	East Macedonia and Thrace
A	West Macedonia
A	Ionian Islands
A	Chimaltenango
A	Zacapa
A	Guatemala
A	Totonicapán
A	Sacatepéquez
A	Huehuetenango
A	Sololá
A	Escuintla
A	Quiché
A	Suchitepeque
A	Retalhuleu
A	San Marcos
A	Alta Verapaz
A	Jalapa
A	Petén
A	El Progreso
A	Quetzaltenango
A	Baja Verapaz
A	Izabal Department
A	Jutiapa
A	Santa Rosa Department
A	Chiquimula
A	Tamuning
A	Yigo
A	Dededo
A	Hagatna
A	Mangilao
A	Bafatá
A	Bissau
A	Gabú
A	East Berbice-Corentyne
A	Upper Demerara-Berbice
A	Demerara-Mahaica
A	Tsuen Wan
A	Yuen Long
A	Kwun Tong District
A	Yau Tsim Mong District
A	Wong Tai Sin District
A	Sha Tin
A	Kowloon City
A	Wan Chai
A	Southern District
A	Tuen Mun
A	Kwai Tsing District
A	Sai Kung District
A	Tai Po
A	North District
A	Sham Shui Po District
A	Islands
A	Central and Western
A	Cortés Department
A	Yoro Department
A	Intibucá Department
A	Comayagua Department
A	Colón Department
A	El Paraíso Department
A	Atlántida Department
A	Francisco Morazán Department
A	Copán Department
A	Santa Bárbara Department
A	Valle Department
A	Choluteca Department
A	Lempira Department
A	Olancho Department
A	Ocotepeque Department
A	Zagreb County
A	Zagreb
A	Zadar
A	Vukovar-Srijem
A	Varaždin
A	Split-Dalmatia
A	Brod-Posavina
A	Požega-Slavonia
A	Sisak-Moslavina
A	Šibenik-Knin
A	Primorje-Gorski Kotar
A	Istria
A	County of Osijek-Baranja
A	Koprivnica-Križevci
A	Dubrovnik-Neretva
A	Međimurje
A	Bjelovar-Bilogora
A	Karlovac
A	Artibonite
A	Ouest
A	Nord-Est
A	Nord-Ouest
A	Nippes
A	Grand'Anse
A	Sud-Est
A	Sud
A	Jász-Nagykun-Szolnok
A	Borsod-Abaúj-Zemplén
A	Csongrád
A	Bekes County
A	Hajdú-Bihar
A	Szabolcs-Szatmár-Bereg
A	Heves County
A	Pest County
A	Budapest
A	Zala County
A	Veszprém
A	Komárom-Esztergom
A	Vas County
A	Tolna County
A	Fejér
A	Győr-Moson-Sopron
A	Somogy County
A	Nógrád
A	Baranya
A	Bács-Kiskun
A	North Sumatra
A	Aceh
A	Yogyakarta
A	Central Java
A	East Java
A	West Java
A	South Sulawesi
A	Highland Papua
A	Southwest Papua
A	East Nusa Tenggara
A	Jakarta
A	Bali
A	Maluku
A	North Sulawesi
A	North Maluku
A	Central Papua
A	Lampung
A	North Kalimantan
A	Riau Islands
A	Bangka–Belitung Islands
A	South Sumatra
A	South Kalimantan
A	Banten
A	West Nusa Tenggara
A	West Kalimantan
A	Jambi
A	West Sumatra
A	Central Kalimantan
A	East Kalimantan
A	West Papua
A	Southeast Sulawesi
A	Central Sulawesi
